scene_id,scene_text,in_summary,aspects
30,"[' ( CATHERINE interviews NORA EASTON . )', ' [[Nora_Easton]] last time i saw my mother , i was ... in seventh grade', "" [[Nora_Easton]] she handed me my lunch and said , 'see you after school '"", ' [[Catherine]] did you know that she was back ?', ' [[Nora_Easton]] i thought that she was dead', ' ( NORA rubs her stomach . )', ' [[Nora_Easton]] can i sit down ?', ' [[Catherine]] yeah , sure', "" [[Catherine]] nora , i 'm sorry"", ' [[Catherine]] i know this has got to be very hard on you and your brother', ' [[Nora_Easton]] and my dad', ' [[Catherine]] is your dad seeing anybody ?', ' [[Catherine]] does he have a girlfriend ?', ' [[Nora_Easton]] how could he ?']",0,None
31,"["" ( CATHERINE uses the ALS in NORA 'S bedroom . )"", ' ( She looks at the framed photos on the desk of NORA and her father . )', "" ( CATHERINE opens the drawer and finds bottles of 'HIGH PROTEIN ' SUPPLEMENTS . )"", ' ( She also finds a jewelry bag with a diamond tennis bracelet inside . )']",0,None
32,"[' ( SARA uses the ALS in the kitchen . )', ' ( She finds some blood stains on the floor . )', ' ( She looks on the wall where the frying pans are hanging and notices a blank spot on the wall where a frying pan should be . )']",0,None
33,"[' ( NICK opens the large freezer in the garage . )', ' [[Nick]] this is where i found the hairs , in between the packages of frozen peas', ' ( CATHERINE looks at the baggie with the hair samples . )', ' [[Catherine]] mrs easton was a brunette', ' [[Nick]] and we found a warehouse worth of frozen peas at the landfill', ' [[Catherine]] lack of swelling , clean fractures ... she was frozen', ' ( Quick flashback to : The body in the garbage truck bin as the bin closes . )', ' ( End of flashback . )', ' ( Resume to present . )', "" [[Catherine]] skin and muscle would 've lost elasticity"", "" [[Catherine]] fracture planes would 've passed through in a straight line"", "" [[Nick]] i 'm thinking somebody in this family stuck her in here , waited 'til trash day"", "" ( Quick flashback to : A hand holding a frying pan swings and makes contact with AMY ENNIS ' forehead . )"", ' ( She goes down . )', ' ( Flash to white . )', ' ( The person empties the large freezer in the garage . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Catherine]] well , the garbage tells us how she was killed', ' [[Catherine]] now i want to know who', ' ( NICK shuts the freezer door closed with a bang . )']",1,None
34,"[' ( GRISSOM walks into the lab . )', "" [[Warrick]] that unknown substance i collected from marty gibson 's coat"", ' [[Grissom]] possibly reptilian skin ?', "" [[Warrick]] how 'd you know ?"", ' ( GRISSOM holds up a piece of paper . )', ' [[Grissom]] tox report', ' [[Grissom]] the organic poison came back snake venom', "" [[Grissom]] i think maybe it 's time to open a relationship with marty gibson""]",1,Evidence
35,"[' ( GRISSOM and WARRICK re-question MARTY GIBSON . )', ' [[Grissom]] we found reptile skin on your jacket sleeve', "" [[Grissom]] so , unless you 're shedding , we want to know how it got there"", ' [[Marty_Gibson]] whoa , gentlemen , slow down', ' [[Marty_Gibson]] can i get you a cup of coffee ?', ' [[Marty_Gibson]] nanci ... ?', ' [[Grissom]] no , thank you', ' [[Marty_Gibson]] doughnut ?', ' [[Marty_Gibson]] everybody loves doughnuts', ' [[Marty_Gibson]] nanci', ' [[Grissom]] no doughnuts', ' [[Warrick]] fred stearns dropped a dime at girls , girls , girls and wrote it off', ' [[Marty_Gibson]] kaido computers', ' [[Marty_Gibson]] software guys are nuts , into the kinky stuff', "" [[Marty_Gibson]] end of the day , they 're driving fred 's cars"", ' [[Warrick]] neiman marcus , jewelry department ?', ' [[Marty_Gibson]] fred knew you got to spend money to make money', "" [[Warrick]] well , here 's a freaky one"", ' [[Warrick]] since when are two dozen mice a business expense ?', ' [[Marty_Gibson]] since i got the pet place to buy a mini-van from me', ' [[Marty_Gibson]] my cousin works there', ' [[Marty_Gibson]] you got kids ?', ' [[Marty_Gibson]] i could put you in a wagon way below sticker', "" [[Grissom]] marty , what 'd you do with the mice ?"", ' [[Marty_Gibson]] what do you care ?', ' [[Marty_Gibson]] you going to arrest me for blurring the lines ?', ' [[Grissom]] no', ' [[Grissom]] we were leaning towards murder']",0,None
36,"[' ( MARTY GIBSON opens the basement doors and leads GRISSOM and WARRICK downstairs . )', ' [[Marty_Gibson]] watch your step', ' [[Marty_Gibson]] you guys are completely overreacting', "" [[Marty_Gibson]] it 's just a hobby"", ' ( He shows them the snakes in tanks . )', ' [[Marty_Gibson]] see ?', ' [[Marty_Gibson]] fuzzies', "" [[Marty_Gibson]] they 're food"", "" [[Warrick]] you know it 's illegal in the state of nevada to have venomous snakes ?"", ' [[Marty]] if you handle them correctly , snakes are harmless', "" [[Marty]] i know what i 'm doing"", "" [[Grissom]] yeah , that 's what we 're afraid of""]",0,None
37,"[' ( BRASS questions DANIEL EASTON with his lawyer next to him . )', "" [[Daniel_Easton]] i did n't even know she was dead"", "" [[Daniel_Easton]] thought she 'd just left me again"", "" [[Brass]] well , it 's a good thing you did n't tell the kids mom was back"", ' [[Lawyer]] my client agreed to talk to you , not be harassed by you', "" [[Brass]] you 're right"", ' [[Brass]] well , you were excited to see her', "" [[Brass]] why would n't the kids be ?"", "" [[Daniel_Easton]] i 'm an adult"", "" [[Brass]] that 's right , you 're an adult -- knowledgeable , experienced ... aware of nevada statutes , chapter 156 : administration of estates of missing persons"", "" [[Daniel_Easton]] it 's a matter of public record"", "" [[Daniel_Easton]] we 've been filling out those forms for five years"", "" [[Brass]] you 're jumping the gun"", "" [[Brass]] it 's four years , 11 months , one week"", ' [[Daniel_Easton]] so what ?', "" [[Brass]] well , in three weeks , mrs easton 's estate can be distributed to her husband"", ' [[Brass]] you had a half a million dollar life insurance policy on your wife', ' [[Daniel_Easton]] and she had one on me', ' [[Daniel_Easton]] we did that for the kids', "" [[Brass]] but you 're not dead , and she was n't either , two days ago"", "" [[Brass]] you know , for an unemployed guy you 're doing a lot of spending"", ' [[Brass]] i mean,', "" [[Brass]] ... tiffany 's , la perla international watch company ... expecting a windfall ?"", "" [[Lawyer]] do n't answer that"", "" [[Lawyer]] you 're fishing"", ' [[Brass]] no , i do that with a pole', "" [[Brass]] no , i 'm just thinking out loud"", ' [[Brass]] your wife disappears', ' [[Brass]] five years after the fact , you get the money', "" [[Brass]] you 've earned it , it 's yours , but she screwed you up"", ' [[Brass]] she showed up', ' [[Daniel_Easton]] i did not kill my wife', ' [[Brass]] what happened , daniel ?', "" [[Brass]] the s*x was n't as good as you remembered it , or the money was better ?"", ' [[Brass]] what happened ?']",0,None
38,"[' ( GRISSOM talks with JESSIE MENKEN . )', ' ( She looks at the photo of the scales sample )', "" [[Jessie_Menken]] scales found on your suspect 's jacket are keeled"", ' [[Jessie_Menken]] diamondback rattlesnake', ' [[Jessie_Menken]] his others , smooth scales', ' [[Jessie_Menken]] a snake fang is basically a hypodermic needle', ' [[Jessie_Menken]] oral glands hold in the venom ... like the barrel', ' [[Jessie_Menken]] when aggravated , the jaw muscles push on the toxin , like a plunger', "" [[Grissom]] only , our victim did n't have any puncture wounds"", "" [[Jessie_Menken]] well , your guy 's probably pretty comfortable with his collection -- otherwise , he 'd be dead -- which means , he could 've milked this one"", ' [[Grissom]] and brought the venom with him to the dealership', ' ( She nods . )', ' [[Grissom]] well , the trace lab found venom proteins in his coffee cup', ' [[Grissom]] could that have killed him ?', ' [[Jessie_Menken]] well , i know a lot of hot shots who drink the stuff -- manly , daredevil b.s', "" [[Jessie_Menken]] -- and they 're still alive"", ' [[Grissom]] because typically , the stomach acids would kill the venom before it reached the bloodstream , but if you had an ulcer', "" [[Jessie_Menken]] hmm , then you 're seriously screwed"", ' [[Jessie_Menken]] was there an abnormal tissue death ?', ' [[Jessie_Menken]] necrosis ?', ' [[Grissom]] no', ' [[Jessie_Menken]] that rules out his diamondback rattlesnake', "" [[Jessie_Menken]] rattler venom 's hemotoxic"", ' [[Jessie_Menken]] it means it predigests the tissue before swallowing', ' [[Grissom]] well , the elisa test came back positive for alpha-neurotoxins well , your guy likes them mean', ' [[Jessie_Menken]] so', "" [[Jessie_Menken]] these other two could 've done the job , both neurotoxic"", ' [[Grissom]] which would send the body into complete and total paralysis , right ?', ' ( She nods . )', ' [[Grissom]] explaining why the victim ended up in the morgue the first time']",1,Evidence
39,"[' ( GREG goes over the test results with CATHERINE . )', ' [[Greg]] okay , blood from the bedroom chair and the kitchen belong to mom', "" [[Catherine]] that 's what i figured"", "" [[Greg]] hair from the freezer -- nicely preserved , by the way -- and hairs from the bedroom pillow , also the victim 's"", ' [[Catherine]] okay , this is all great , but , uh , why the 9-1-1 page ?', ' ( GREG shows the results to CATHERINE . )', ' [[Greg]] the moral of my story -- share and share alleles', "" [[Greg]] pubic hairs in the bed , not mom 's"", ' [[Catherine]] the daughter', ' [[Catherine]] dad did have a new girlfriend']",0,None
40,"[' ( CATHERINE questions NORA EASTON . )', ' [[Nora_Easton]] the bracelet was a gift', ' [[Catherine]] from your father', "" [[Catherine]] diamonds and platinum , that 's , uh , pretty fancy"", ' [[Nora_Easton]] guess he thought i deserved it', ' [[Catherine]] why ?', ' [[Nora_Easton]] for taking care of everything', ' [[Catherine]] everything ?', ' [[Nora_Easton]] laundry , groceries , carpool for charlie', ' [[Catherine]] is that it ?', ' ( NORA EASTON looks away for a moment . )', ' [[Catherine]] nora', "" [[Catherine]] i 'd really like to help you and your brother , but i ca n't unless you talk to me"", "" ( NORA EASTON does n't respond . )"", "" [[Catherine]] we found evidence of you in your father 's bed"", ' [[Nora_Easton]] my father loves me', "" ( CATHERINE 'S eyes shift downward and widen . )"", ' ( NORA looks down and notices the wet stain on her blouse . )', ' [[Nora_Easton]] oh , my god', ' [[Catherine]] are you lactating ?', "" ( NORA does n't say anything . )"", "" [[Catherine]] you 're pregnant""]",0,None
41,"[' ( CATHERINE walks rapidly through the hallway and walks into the interview room where DANIEL EASTON is . )', ' [[Catherine]] you sick son of a bitch', "" [[Catherine]] did you think we were n't going to find out she was pregnant ?"", ' [[Daniel_Easton]] who ?', ' [[Catherine]] oh , stop it', ' [[Catherine]] your daughter', ' [[Daniel_Easton]] nora is pregnant ?', ' [[Catherine]] cut the clueless routine', ' [[Daniel_Easton]] what are you accusing me of ?', ' ( Quick flashback to : AMY ENNIS/KELLY EASTON opens the bedroom door and finds DANIEL EASTON sitting on the bed with NORA EASTON . )', ' [[Amy_Ennis/Kelly_Easton]] daniel !', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Catherine]] your wife came back and saw what you were doing', ' [[Catherine]] so , you killed her , and you tried to buy off your daughter with a diamond bracelet', ' [[Daniel_Easton]] i bought that for my wife', "" [[Catherine]] your daughter 's telling a different story"", ' [[Daniel_Easton]] nora ?', ' [[Daniel_Easton]] how could she even know about', "" [[Catherine]] i 'm going to nail you for murder""]",0,None
42,"[' ( GREG shows WARRICK and GRISSOM the test results . )', "" [[Warrick]] what do you mean , 'none ' ?"", "" [[Greg]] well , venom 's like perfume -- highly specific recipe"", ' [[Greg]] protein ratios vary from species to species , even snake to snake', "" [[Greg]] the protein level of your three 'hoses ' does n't match the sample taken from the vic 's coffee cup"", ' [[Warrick]] so , marty was telling the truth ?', ' [[Warrick]] it was just a coincidence that he owns poisonous snakes , and his co-worker was envenomated', ' [[Grissom]] a coincidence is a scientific anomaly', ' [[Grissom]] maybe he just got rid of the snake']",0,None
43,"[' ( Camera pans across the counter where NANCY LINDEN has porcelain figurines of all kinds of dogs . )', ' ( In the middle of the living room , the SNAKE HANDLER handles the large snake . )', ' [[Snake_Handler]] girl called all hysterical', ' [[Snake_Handler]] said a snake ate her dog', "" [[Snake_Handler]] it 's a monacled cobra -- it 's not indigenous"", ' [[Snake_Handler]] comes from southeast asia', ' [[Snake_Handler]] i asked her where she got it from', ' [[Snake_Handler]] she said her co-worker asked her to snake-sit', ' [[Grissom]] marty gibson', ' [[Snake_Handler]] mm-hmm', ' ( He walks away with the snake . )', ' ( GRISSOM heads for NANCI LINDEN who sits on the couch in her bathrobe crying . )', "" [[Nancy_Linden]] hey , you 're that guy from the crime lab"", "" [[Nancy_Linden]] well , you 're a little late"", "" [[Nancy_Linden]] b*st*rd told me he had a sure-fire way to win the cabo trip , and that he 'd take me with him if i just watched his snake for a couple of days"", "" [[Nancy_Linden]] i ca n't believe what an idiot i am"", ' [[Nancy_Linden]] never trust a car salesman', ' [[Grissom]] what else did you do for marty ?', ' [[Nancy_Linden]] well , not that', ' [[Grissom]] did you get him coffee ?', ' [[Nancy_Linden]] oh , well , now i do', ' [[Grissom]] now you do ?', ' [[Nancy_Linden]] yeah', "" [[Nancy_Linden]] it used to be marty , the goodwill guy who got coffee for everybody else , but now , since fred 's dead , he 's moved up a desk"", "" [[Grissom]] 'the goodwill guy ?"", "" [[Grissom]] '"", ' [[Nancy_Linden]] the guy with no client list of his own , has to live off the hand-me-downs of the others', "" ( Quick flashback to : At the office , FRED STEARS holds up his coffee mug and calls out to MARTY GIBSON who does n't look all that happy . )"", ' [[Fred_Stearns]] hey , marty , uh , sure could use another refill', ' [[Marty_Gibson]] you want anything ?', ' [[Fred_Stearns]] easy on the sugar', ' [[Marty_Gibson]] coming right up', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Grissom]] well , sometimes access is all you need', ' ( Quick flashback to : MARTY GIBSON pours the cup of coffee . )', ' ( He reaches into his pocket and retrieves a small vial of venom which he pours into the mug . )', ' ( End of flashback . )', ' ( Resume to present . )']",1,Evidence
44,"[' ( MARTY GIBSON is in handcuffs leading GIBSON and the OFFICER out of the second floor offices and down the stairs . )', ' [[Marty_Gibson]] nanci', ' [[Marty_Gibson]] do you know what a syllogism is , mr gibson ?', ' [[Grissom]] sylla-what ?', ' [[Marty_Gibson]] a syllogism', ' [[Marty_Gibson]] aristotelian logic', ' [[Marty_Gibson]] two premises equal one conclusion', "" [[Marty_Gibson_and_Grissom_(both)]] 'a ' plus 'b ' equals 'c '"", ' [[Grissom]] right', "" [[Grissom]] so , you 're the snake guy"", "" [[Grissom]] you 're also the goodwill guy who gets the coffee"", "" [[Grissom]] so , when someone is poisoned with snake venom in their coffee , 'a ' plus 'b ' equals you"", ' [[Marty_Gibson]] i busted my ass out on this floor to get a desk up there , and for what ?', ' [[Marty_Gibson]] so fred can make me his bitch ?', ' [[Grissom]] so you kill him ?', ' [[Marty_Gibson]] fred killed himself', ' [[Marty_Gibson]] guy was like a goldfish', ' [[Marty_Gibson]] he would have eaten himself to death before he tossed me a client', ' [[Marty_Gibson]] and one good client breeds seven more', ' [[Marty_Gibson]] without the one , i keep slipping', ' ( MARTY shakes his head and starts rambling as he walks to the car . )', "" [[Marty_Gibson]] there 's two directions in this business -- up and out"", "" [[Marty_Gibson]] it 's a numbers game"", "" [[Marty_Gibson]] i 'm 35 years old"", ' [[Marty_Gibson]] i got six guys ready to move me out', ' [[Marty_Gibson]] opportunity knocks , you open the door', "" [[Grissom]] i guess it 's just too bad he had an ulcer"", ' ( MARTY is helped into the car . )', "" [[Marty_Gibson]] who does n't ?"", ' ( The car door closes . )']",1,None
45,"[' ( NORA EASTON is having a pelvic examination . )', ' ( CATHERINE stands on the side and watches . )', ' [[Nurse]] okay , if i can just have you lay back', "" [[Nurse]] all right , nora , i 'm going to need you to relax"", ' [[Nurse]] okay , now take a deep breath', ' [[Nurse]] good', ' [[Nurse]] all right , another deep breath', ' ( The examination is completed . )', ' ( The NURSE pushes the curtain aside and whispers to CATHERINE . )', ' ( She walks away . )', ' ( CATHERINE turns and looks at NORA . )']",0,None
46,"[' ( SARA and CATHERINE are in the lounge . )', ' ( CATHERINE sits at the table reading a large reference book . )', "" [[Sara]] she 's a virgin ?"", ' [[Sara]] what are we talking about , an immaculate conception ?', ' [[Catherine]] more like the immaculate perception', ' [[Catherine]] pseudocyesis -- imagined pregnancy', "" [[Sara]] it 's all in her head ?"", "" [[Sara]] well , that would explain what she was doing in dad 's bed"", ' ( SARA sits down . )', ' [[Catherine]] fantasizing', ' [[Catherine]] wow', "" [[Catherine]] 'when the desire to become pregnant is so strong hormone levels can change , setting off all the biological signs of pregnancy '"", ' [[Sara]] it kind of makes sense', ' [[Sara]] hormones travel the same channels as adrenaline', "" [[Catherine]] 'swollen abdomen , lack of menstruation , and sometimes bilateral galactorrhea ' milk production in both breasts"", ' [[Catherine]] leaking can be brought on by stress', ' ( Quick CGI to : The image of NORA EASTON with a light that travels down from inside her brain following a path through the endocrine system as CATHERINE narrates . )', "" [[Catherine]] 'emotional or physical stimuli cause prolactin to shoot through the endocrine system , ending in the mammary glands , and triggering the cells to lactate '"", ' ( End of flashback . )', ' ( Resume to present . )', ' [[Sara]] the father was clueless', ' [[Catherine]] about all the women in his life', ' ( NICK walks into the room . )', ' [[Nick]] hey , hey', ' [[Nick]] check out these photos', "" [[Nick]] the two stains on the inside of the shirt we found at the dump tested positive for nora , but the stains on the outside , bloodstains , are definitely mom 's"", "" [[Catherine]] the bracelet was mom 's"", ' [[Catherine]] greg checked the epithelials', "" [[Sara]] nora 's in love with her father , in an electra kind of way""]",1,Evidence
47,"[' ( CATHERINE interviews NORA EASTON . )', ' ( CATHERINE puts a photo of the shirt on the table . )', ' [[Catherine]] nora , is this your shirt ?', ' [[Nora_Easton]] yes', "" [[Catherine]] can you explain to me how your mother 's blood ended up on it ?"", ' ( NORA shakes her head . )', ' [[Brass]] no idea how it got there ?', ' [[Nora_Easton]] no', ' [[Catherine]] well , you told me that this bracelet was a gift from your father', ' [[Catherine]] he claims that he bought it for your mother', ' [[Nora_Easton]] oh , no', "" [[Nora_Easton]] it 's mine"", ' [[Catherine]] i think you feel the same way about your father', "" ( Quick flashback to : NORA EASTON opens her father 's bedroom door and finds DANIEL and KELLY on the bed . )"", "" [[Daniel_Easton]] you know you mean the world to me , do n't you ?"", ' ( NORA is surprised , shocked and jealous . )', ' ( She sees her mom with the bracelet . )', ' ( Then she sees her father kissing her mother . )', ' ( Cut to : NORA EASTON sits in front of her mirror clutching her stomach . )', ' ( She opens the drawer and pulls out the bottle of vitamins . )', ' ( she takes one . )', ' ( Camera cuts and shows NORA looking at a a framed photograph of herself and her father . )', ' ( Cut to : NORA is in the kitchen washing the dishes . )', "" ( KELLY EASTON walks up behind her and covers NORA 'S eyes . )"", "" [[Amy_Ennis/Kelly_Easton]] guess who 's back ?"", ' ( NORA grabs the frying pan and swings it , hitting KELLY on the forehead . )', ' ( KELLY hits the edge of the counter before falling to the floor . )', ' ( Dead . )', ' ( NORA reaches over and takes the bracelet from KELLY . )', ' ( KELLY slides along the floor out of camera frame . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Catherine]] and then you put your mother in the freezer and you waited until trash day', "" [[Nora_Easton]] that 's a horrible story"", "" [[Catherine]] it 's not a story"", "" [[Catherine]] it 's what the evidence tells us really happened"", ' [[Nora_Easton]] what kind of a mother would do that ?', "" [[Nora_Easton]] i 'm helpful"", ' [[Nora_Easton]] i do what needs to be done', ' [[Catherine]] i know', ' [[Catherine]] you take care of things', ' [[Nora_Easton]] i never ask for anything !', "" [[Catherine]] and all you wanted was the one thing that you could n't have"", "" [[Nora_Easton]] it 's not my fault"", "" [[Nora_Easton]] i 'm innocent"", ' [[Catherine]] you were innocent , nora', "" [[Catherine]] you 're not anymore"", ' ( THE OFFICER in the room moves behind NORA EASTON to handcuff her . )', ' [[Nora_Easton]] what are you doing ?', "" [[Brass]] you 're under arrest for the murder of kelly easton"", "" [[Nora_Easton]] no , but i 'm going to have a baby !"", ' ( They take her out of the room . )', ' ( BRASS sighs . )', "" [[Brass]] well , she 's going to retain an attorney"", "" [[Brass]] he 's going to advise her to plead insanity"", ' [[Catherine]] good defense', ' [[Brass]] yeah', ' [[Brass]] have you ever seen anything like this before ?', ' ( CATHERINE gathers her things . )', ' [[Catherine]] how it manifested ?', ' [[Catherine]] no', ' [[Catherine]] but the cause ?', ' [[Catherine]] people throw things away every day']",1,Motive
